Learning_Rate,MSE,RMSE,MAE,R2
0.001,502.06047126154726,22.40670594401478,18.85608355260654,-0.01738585271925408
0.01,483.4068653890067,21.986515535414128,18.35459366041494,0.020414204849980577
0.05,483.4054269790993,21.98648282420586,18.35456160663925,0.02041711967393911
